Topic,Words,Frequency,Timestamp
46,"perceive social, pollution, cumulative event, social relationship, role social",15,2023
47,"memory, false, autobiographical, verbal memory, autobiographical memory",17,2023
48,"teacher, attitude, classroom, pupil, educator",22,2023
49,"contraception, gynecological, woman experience, reserve, menopausal",23,2023
50,"personality trait, trait, personality pathology, pathology, personality traits",13,2023
51,"disclosure, disclose, csa, delay, tell",23,2023
52,"selfesteem, rosenberg, rosenberg selfesteem, role selfesteem, jealousy",23,2023
53,"growth, mortality, ptg, adverse event, asthma",25,2023
54,"veteran, military, combat, military veteran, military service",21,2023
55,"psychotherapy, family history, pet, history depression, benzodiazepine",16,2023
56,"cyberbullying victimization, polyvictimization, cyberbullying, victimization experience, type victimization",24,2023
57,"young people, ownership, gun, people experience, friend",24,2023
58,"inflammation, il, inflammatory, cytokine, interleukin",17,2023
59,"intimate partner, intimate, partner violence, coercive, dot",22,2023
60,"cardiovascular, disease, reactivity, diabetes, type diabetes",23,2023
61,"subjective wellbeing, hedonic, cse, subjective, resilience wellbeing",16,2023
62,"mindfulness, satisfaction, couple, relationship satisfaction, relationship quality",23,2023
63,"executive, executive function, memory, work memory, ef",16,2023
64,"csam, material csam, digital, dark, exploitation",18,2023
65,"ct, comt, cortical, cortical thickness, thickness",15,2023
66,"drink, drinking, aud, consumption, fasd",17,2023
67,"alexithymia, toronto, toronto alexithymia, feeling, difficulty identify",14,2023
68,"pregnancy, pregnant, teenage pregnancy, postpartum, teenage",19,2023
69,"prevention program, schoolbased, skill, implementation, programme",15,2023
70,"ptg, inquiry, reintegration, growth, incest",18,2023
71,"domestic, domestic violence, care program, witness domestic, witness",13,2023
72,"aggression, relational aggression, aggressive, gaslighting, relational",15,2023
73,"caregiver, caregiver support, family caregiver, caregiver experience, caregiverchild",19,2023
74,"infant, maternal, motherinfant, mother, bonding",15,2023
75,"family member, incest, family function, family environment, family structure",17,2023
76,"narrative, autonomy, conception, lawyer, story",19,2023
77,"aor ci, aor, ci aor, ethiopia, housing",10,2023
78,"selfcompassion, compassion, shame, mindfulness, harsh parent",17,2023
79,"latent profile, latent, profile identify, subgroup, gang",20,2023
80,"date violence, perpetration, dv, violence victimization, couple",15,2023
81,"childbirth, maternity, mistreatment, obstetric, facility",23,2023
82,"cptsd, icd, ptsd cptsd, dso, complex posttraumatic",14,2023
83,"frailty, allostatic load, allostatic, load, experience adverse",16,2023
84,"cortical, matter, thickness, cortical thickness, gray matter",15,2023
85,"stigma, men woman, msm, provider, methamphetamine",13,2023
86,"selfharm, harm, dual, autistic trait, autistic",13,2023
87,"schizophrenia, separation anxiety, schizophrenia spectrum, aggressive, whoqolbref",8,2023
88,"insomnia, node, social network, neural network, central",14,2023
89,"bully, bullying, bully victimization, perpetration, workplace",17,2023
90,"gut, microbiome, gut microbiome, ibs, axis",11,2023
91,"workplace, nurse, healthcare, healthcare worker, worker",14,2023
92,"genetic, gene, polymorphism, aspd, variation",7,2023
93,"ocd, obsessivecompulsive, contamination, compulsive, obsessive compulsive",16,2023
94,"reward, task, neural, processing, responsiveness",16,2023
95,"sibling, ssa, incest, intrafamilial, harmful",15,2023
96,"addiction, internet, internet addiction, game, ia",17,2023
97,"cop style, religious, cop strategy, style, anger",9,2023
98,"vaginal, infection, visit, sti, genital",11,2023
99,"adhd, hyperactivity, deficit hyperactivity, attention deficit, hyperactivity adhd",11,2023
100,"medium, social medium, news, echo, metoo",9,2023
101,"sickness, absence, dysfunctional, ego, responsiveness",6,2023
102,"deprivation, threat deprivation, dimensional, deprivation threat, mindset",15,2023
103,"racial, black, racial ethnic, ethnic, white",13,2023
104,"multitype, rr ci, rr, mortality, australian",8,2023
-1,"ipv, intimate, attitude, partner violence, intimate partner",651,2024
0,"mouse, el, rat, maternal separation, separation",114,2024
1,"ace, experience ace, household dysfunction, ace exposure, relationship ace",151,2024
2,"emdr, traumafocused, posttraumatic ptsd, tfcbt, psychotherapy",66,2024
3,"csa, csa survivor, survivor csa, experience csa, perpetrator",54,2024
4,"ipv, intimate partner, intimate, partner violence, violence ipv",47,2024
5,"injury, fracture, head, infant, pediatric",50,2024
6,"attachment, insecure, attachment style, style, insecure attachment",51,2024
7,"covid, pandemic, covid pandemic, lockdown, pandemicrelated",45,2024
8,"worker, social worker, social work, welfare, protection",44,2024
9,"offender, offend, juvenile, offense, crime",40,2024
10,"methylation, dna, dna methylation, epigenetic, gene",41,2024
11,"cortisol, hpa, axis, hpa axis, hair",26,2024
12,"attempt, suicide attempt, suicidal, ideation, attempt suicide",38,2024
13,"cm, cm experience, mdd, cm exposure, history cm",56,2024
14,"role resilience, family resilience, resilience depression, connordavidson, connordavidson resilience",32,2024
15,"hiv, live hiv, hiv aid, infection, aid",37,2024
16,"drug, cannabis, opioid, misuse, psychoactive substance",35,2024
17,"nssi, selfinjury, nonsuicidal, nonsuicidal selfinjury, selfinjury nssi",54,2024
18,"psychosis, psychotic, hallucination, fep, premorbid",27,2024
19,"class, latent class, latent, ace, membership",28,2024
20,"church, catholic, religious, clergy, religion",35,2024
21,"bpd, borderline personality, borderline, personality bpd, personality feature",33,2024
22,"rape, myth, rape myth, perpetrator, assault",22,2024
23,"mdd, major depressive, depressive mdd, gyrus, connectivity",40,2024
24,"interviewer, forensic interview, investigative, forensic, rapport",28,2024
25,"pain, chronic pain, fibromyalgia, fm, pelvic",31,2024
26,"eat, ed, nervosa, eating, anorexia",30,2024
27,"sleep, sleep quality, sleep disturbance, disturbance, sleep problem",39,2024
28,"connectivity, functional, functional connectivity, restingstate, fc",34,2024
29,"bd, bipolar, bipolar bd, mood, mania",23,2024
30,"emotion regulation, emotion dysregulation, dysregulation, difficulty emotion, er",24,2024
31,"suicidal ideation, ideation, suicidal, relationship suicidal, selfevaluation",28,2024
32,"ctqsf, psychometric, psychometric property, internal consistency, property",26,2024
33,"dissociation, dissociative, dissociative experience, somatoform, psychotic",18,2024
34,"violence exposure, genderbased, genderbased violence, experience violence, exposure violence",18,2024
35,"disability, intellectual, intellectual disability, sexuality, id",30,2024
36,"imagebased, sexting, nonconsensual, image, revenge",21,2024
37,"parentchild, foster parent, parenting, parentchild relationship, parentchild interaction",28,2024
38,"sport, athlete, coach, iv, safeguard",23,2024
39,"mother, maternal, intergenerational, transmission, offspring",19,2024
40,"depression anxiety, anxiety depression, anxiety depressive, migraine, anxiety mood",25,2024
41,"externalize, internalize, internalize externalize, internalize problem, externalize problem",20,2024
42,"college, college student, intimidation, title, harassment",26,2024
43,"traumainformed, traumainformed care, skill, educator, traumainformed practice",18,2024
44,"elder, mistreatment, elderly, home, nursing",16,2024
45,"foster, foster care, outofhome, outofhome care, placement",25,2024
46,"perceive social, role social, appreciation, cm, dream",21,2024
47,"memory, false, recover, repress, autobiographical",19,2024
48,"teacher, kindergarten, arab, learner, teach",20,2024
49,"shadow, woman experience, family plan, prostitution, theme",18,2024
50,"trait, personality trait, personality function, pd, personality pathology",31,2024
51,"disclosure, disclose, delay, tell, csa",13,2024
52,"selfesteem, rosenberg, rosenberg selfesteem, momentary, subjective social",24,2024
53,"adverse event, growth, trajectory, latinx, probability",18,2024
54,"veteran, military, military veteran, combat, military service",14,2024
55,"psychotherapy, chronic depression, rumination, cea, relationship depression",25,2024
56,"polyvictimization, victimization experience, lifetime victimization, shyness, type victimization",11,2024
57,"young people, people experience, conversation, app, aboriginal",28,2024
58,"inflammation, il, inflammatory, crp, immune",17,2024
59,"intimate, intimate partner, partner violence, coercive, stalk",24,2024
60,"disease, cardiovascular, heart, diabetes, lifestyle",21,2024
61,"subjective wellbeing, satisfaction, subjective, chaos, wellbeing resilience",25,2024
62,"mindfulness, satisfaction, relationship satisfaction, couple, relationship quality",18,2024
63,"executive, executive function, work memory, task, memory",14,2024
64,"csam, material csam, enforcement, user, platform",31,2024
65,"ct, fep, sz, schizophrenia, psychosis",20,2024
66,"aud, fasd, drinking, drink, consumption",15,2024
67,"alexithymia, toronto, toronto alexithymia, somatic, ta",19,2024
68,"pregnancy, postpartum, teenage pregnancy, teenage, unintended",17,2024
69,"prevention program, schoolbased, skill, effectiveness, curriculum",23,2024
70,"heal, ptg, redress, reintegration, narrative",16,2024
71,"domestic, domestic violence, dv, dementia, highincome",9,2024
72,"aggression, relational aggression, reactive, aggressive, partner aggression",11,2024
73,"caregiver, srh, caregiverchild, caregiver support, avoidance",14,2024
74,"infant, motherinfant, maternal, mother, postpartum",15,2024
75,"family function, family origin, leisure, origin, transgression",20,2024
76,"narrative, story, embody, choice, limb",15,2024
77,"aor ci, aor, ci aor, elimination, ethiopia",16,2024
78,"selfcompassion, compassion, shame, forgiveness, selfcriticism",14,2024
79,"latent profile, latent, morning, distinct profile, profile identify",23,2024
80,"date violence, perpetration, victimization perpetration, sexism, violence perpetration",7,2024
81,"maternity, mistreatment, childbirth, obstetric, respectful",11,2024
82,"cptsd, ptsd cptsd, complex posttraumatic, icd, dso",19,2024
83,"psilocybin, nonresponse, displacement, care need, module",16,2024
84,"thickness, matter, cortical thickness, cortical, white matter",9,2024
85,"men woman, prescription, gay, cv, injustice",14,2024
86,"selfharm, harm, selfharm suicide, quality anxiety, deliberate",12,2024
87,"schizophrenia, oxytocin, social functioning, plasma oxytocin, psychotic",11,2024
88,"node, network structure, bridge, ela, bodily",17,2024
89,"bully, bullying, bully victimization, cyber bully, skin",14,2024
90,"gut, microbiome, composition, axis, mouse",15,2024
91,"workplace, nurse, healthcare, healthcare worker, worker",17,2024
92,"genetic, polygenic, polymorphism, genotype, gene",9,2024
93,"ocd, obsessivecompulsive, obsessive, obsessive compulsive, compulsive",15,2024
94,"reward, reward sensitivity, task, neural, monetary",14,2024
95,"sibling, ssa, incest, closeness, victimperpetrator relationship",9,2024
96,"addiction, internet addiction, internet, game, smartphone",12,2024
97,"cop style, cop strategy, religious, style, trainee",9,2024
98,"infection, genital, lesion, sti, rectal",9,2024
99,"adhd, hyperactivity, deficit hyperactivity, hyperactivity adhd, attentiondeficit",8,2024
100,"medium, social medium, metoo, news, nonprofit",12,2024
101,"divorce, parental divorce, selfefficacy, pt, competence",11,2024
102,"deprivation, threat deprivation, anticipation, confusion, identity",8,2024
103,"black, racial, white, discrimination, black white",7,2024
104,"hr ci, hr, schoolchildren, healthcare utilization, bereavement",10,2024
-1,"ipv, intimate, partner violence, intimate partner, attitude",769,2025
0,"mouse, rat, el, maternal separation, separation",160,2025
1,"ace, experience ace, ace exposure, relationship ace, household dysfunction",183,2025
2,"posttraumatic ptsd, emdr, traumafocused, ptsd severity, tfcbt",87,2025
3,"csa, csa survivor, experience csa, perpetrator, history csa",59,2025
4,"ipv, partner violence, intimate partner, intimate, violence ipv",73,2025
5,"injury, fracture, infant, head, cpa",41,2025
6,"attachment, attachment style, style, insecure, insecure attachment",70,2025
7,"covid, pandemic, covid pandemic, lockdown, coronavirus",30,2025
8,"social work, worker, protection, social worker, professional",53,2025
9,"offender, offend, criminal, offense, justice",52,2025
10,"methylation, dna, dna methylation, epigenetic, gene",28,2025
11,"cortisol, hpa, axis, hpa axis, hair",32,2025
12,"attempt, suicide attempt, suicidal, ideation, attempt suicide",42,2025
13,"cm, mdd, history cm, relationship cm, couple",58,2025
14,"role resilience, family resilience, connordavidson, connordavidson resilience, selfconcept",52,2025
15,"hiv, live hiv, adherence, syndemic, aid",38,2025
16,"drug, cannabis, opioid, misuse, substance misuse",32,2025
17,"nssi, selfinjury, nonsuicidal, nonsuicidal selfinjury, selfinjury nssi",49,2025
18,"psychosis, fep, psychotic, chr, cannabis",35,2025
19,"class, latent class, latent, ace, lca",37,2025
20,"church, catholic, clergy, religious, religion",31,2025
21,"bpd, borderline, borderline personality, personality bpd, impulsivity",37,2025
22,"rape, perpetrator, assault, myth, rape myth",32,2025
23,"mdd, major depressive, depressive mdd, ct, recurrence",32,2025
24,"interviewer, forensic interview, investigative, forensic, witness",30,2025
25,"pain, chronic pain, fibromyalgia, catastrophizing, fm",38,2025
26,"eat, eating, ed, disorder, nervosa",34,2025
27,"sleep, sleep quality, sleep disturbance, disturbance, sleep duration",28,2025
28,"connectivity, functional, functional connectivity, restingstate, fc",22,2025
29,"bd, bipolar, mood, bipolar bd, episode",28,2025
30,"emotion regulation, dysregulation, emotion dysregulation, regulation strategy, er",39,2025
31,"suicidal ideation, ideation, suicidal, relationship suicidal, thought",38,2025
32,"psychometric, internal consistency, internal, consistency, psychometric property",36,2025
33,"dissociative, dissociation, dissociative experience, identity, dissociative identity",33,2025
34,"genderbased, genderbased violence, exposure violence, violence exposure, experience violence",29,2025
35,"disability, intellectual, intellectual disability, sexuality, developmental disability",23,2025
36,"imagebased, nonconsensual, image, revenge, pornography",41,2025
37,"parentchild, parentchild relationship, parenting, parentchild interaction, attribution",30,2025
38,"sport, athlete, coach, safeguard, harassment",28,2025
39,"mother, intergenerational, intergenerational transmission, transmission, maternal",12,2025
40,"depression anxiety, anxiety depression, leftbehind, trait anxiety, anxiety sensitivity",21,2025
41,"externalize, internalize, internalize externalize, externalize problem, internalize problem",27,2025
42,"college, college student, student experience, nursing student, nursing",32,2025
43,"traumainformed, traumainformed care, sense, implementation, safety",33,2025
44,"elder, mistreatment, financial, elderly, dementia",17,2025
45,"outofhome, outofhome care, foster, foster care, placement",27,2025
46,"perceive social, support depressive, role social, buffer, support social",31,2025
47,"memory, false, autobiographical, autobiographical memory, recall",26,2025
48,"teacher, educator, parent teacher, communication, csa",28,2025
49,"reproductive, premenstrual, woman experience, mate, woman reproductive",24,2025
50,"trait, personality trait, personality pathology, pathology, personality function",24,2025
51,"disclosure, disclose, csa, reaction, recipient",24,2025
52,"selfesteem, aversion, happiness, perfectionism, rosenberg",27,2025
53,"mortality, event adulthood, music, dementia, growth",21,2025
54,"veteran, military, combat, military veteran, military service",14,2025
55,"psychotherapy, antidepressant, relationship depression, severe depression, treatmentresistant",25,2025
56,"polyvictimization, cyberbullying victimization, minority, cyberbullying, form victimization",22,2025
57,"young people, advisory, app, engagement, advertisement",18,2025
58,"inflammation, il, inflammatory, immune, marker",18,2025
59,"intimate, intimate partner, partner violence, freedom, south",12,2025
60,"disease, cardiovascular, diabetes, cardiovascular disease, hr",18,2025
61,"subjective wellbeing, subjective, relational need, satisfaction, financial",31,2025
62,"mindfulness, satisfaction, couple, relationship satisfaction, romantic",24,2025
63,"executive, executive function, ef, performance, deficit",20,2025
64,"csam, material csam, technology, enforcement, law",26,2025
65,"ct, schizophrenia, relationship ct, psychosis, lifestyle",27,2025
66,"aud, hazardous alcohol, hazardous, drinking, drink",20,2025
67,"alexithymia, toronto, toronto alexithymia, overt, somatic",20,2025
68,"pregnancy, postpartum, ppd, unintended pregnancy, unintended",12,2025
69,"prevention program, schoolbased, skill, implementation, safety",15,2025
70,"ptg, inquiry, selfconcept, torture, digital",19,2025
71,"domestic, domestic violence, dv, text, witness",22,2025
72,"aggression, aggressive, ear, reactive, proactive",20,2025
73,"caregiver, anticipatory, change family, caregiver experience, family relationship",15,2025
74,"infant, maternal, motherinfant, mother, postpartum",14,2025
75,"family member, family cohesion, cohesion, grandparent, family relationship",18,2025
76,"psychoanalysis, narrative, masson, film, unconscious",15,2025
77,"aor, aor ci, ethiopia, ci aor, adjust aor",24,2025
78,"selfcompassion, compassion, gratitude, mindfulness, shame",21,2025
79,"latent profile, latent, distinct profile, fatigue, smartphone",16,2025
80,"date violence, perpetration, dv, digital, violence perpetration",19,2025
81,"childbirth, obstetric, maternity, mistreatment, respectful",15,2025
82,"cptsd, complex posttraumatic, ptsd cptsd, dso, icd",20,2025
83,"household dysfunction, healthrelated behavior, firm, anxiety adulthood, family function",12,2025
84,"matter, white matter, gray, gray matter, fa",22,2025
85,"masculinity, hegemonic, men woman, homosexuality, woman men",11,2025
86,"selfharm, harm, selfharm suicide, ideation, attempt",20,2025
87,"schizophrenia, schizophrenia spectrum, social functioning, spectrum, psychosis",15,2025
88,"node, bridge, central, network structure, centrality",28,2025
89,"bully, bullying, bully victimization, peer bully, moral disengagement",15,2025
90,"gut, ibs, microbiome, bowel, irritable bowel",16,2025
91,"workplace, nurse, healthcare, occupational, verbal",21,2025
92,"genetic, environmental, gene, genotype, genetic environmental",10,2025
93,"ocd, obsessivecompulsive, tom, ritual, compulsion",11,2025
94,"reward, decisionmaking, processing, task, ofc",8,2025
95,"sibling, ssa, incest, psb, professional",16,2025
96,"addiction, internet addiction, internet, game, mobile phone",24,2025
97,"cop strategy, cop style, style, coping, religious",18,2025
98,"infection, genital, yearold, lesion, vaginal",15,2025
99,"adhd, hyperactivity, deficit hyperactivity, hyperactivity adhd, attentiondeficit",16,2025
100,"medium, social medium, commission, video, discourse",17,2025
101,"addictive, smartphone, parental education, parental monitoring, divorce",16,2025
102,"deprivation, threat deprivation, ela, dimensional, unpredictability",20,2025
103,"black, racial, racial discrimination, discrimination, white",12,2025
104,"intercourse, discontinuation, hr ci, hr, ci ci",9,2025
-1,"cp, attitude, trajectory, helpseeking, loneliness",88,2026
0,"maternal separation, separation, rat, mouse, earlylife",11,2026
1,"ace, experience ace, ctes, aceq, relationship ace",20,2026
2,"emdr, combat, eye movement, eye, desensitization",4,2026
3,"csa, assertiveness, perpetrator, history csa, allege",9,2026
4,"ipv, intimate, partner violence, intimate partner, ipv victimization",7,2026
5,"injury, skeletal, flag, red, burn",7,2026
6,"paranoid, defense, defense mechanism, thinking, think",1,2026
7,"covid, pandemic, covid pandemic, pastyear, cope",4,2026
8,"social work, street, social worker, training need, worker",6,2026
9,"offender, offend, justice, criminal, offense",12,2026
10,"methylation, preterm, epigenetic, dna, dna methylation",4,2026
11,"cortisol, hpa, axis, hair, hpa axis",5,2026
12,"attempt, suicide attempt, rejection, ideation, suicidal",4,2026
13,"cm, productivity, cost, pces, sud",7,2026
14,"personnel, compassion, burnout, professional, compassion satisfaction",2,2026
15,"hiv, south africa, africa, woman hiv, south",1,2026
16,"latinx, stigma, drug, maladjustment, polysubstance",6,2026
17,"nssi, selfinjury, nonsuicidal, nonsuicidal selfinjury, selfinjury nssi",8,2026
18,"psychosis, need care, parietal, fep, firstepisode psychosis",4,2026
19,"class, latent class, latent, traumarelated psychopathology, subgroup",4,2026
20,"church, catholic, clergy, religious, power",4,2026
21,"bpd, borderline personality, borderline, asd, impulsivity",3,2026
22,"rape, noncontact, perpetrator, victimsurvivors, mock",5,2026
23,"mdd, major depressive, putamen, depressive mdd, fc",10,2026
24,"interviewer, reluctance, investigative, protocol, forensic interview",6,2026
25,"pain, chronic pain, pelvic pain, pelvic, sensitization",4,2026
26,"eat, ed, compulsivity, eating, nervosa",5,2026
27,"sleep, sleep quality, sleep problem, distant, negative event",3,2026
28,"connectivity, functional connectivity, functional, restingstate, salience network",2,2026
29,"bd, bipolar, mdd bd, mdd, wm",2,2026
30,"emotion regulation, emotion dysregulation, dysregulation, regulation difficulty, trait anger",4,2026
31,"suicidal ideation, ideation, suicidal, nightmare, anhedonia",6,2026
32,"polyvictimization, consistency, internal consistency, ctq, internal",3,2026
33,"dissociation, dissociative, delusion, hallucination, intrusion",6,2026
34,"inclusivity, sensitive topic, interview young, marginalize, family violence",1,2026
35,"disability, intellectual disability, intellectual, tip, learn disability",3,2026
36,"imagebased, image, nonconsensual, bystander, revenge",10,2026
37,"social desirability, desirability, leader, ptss, distress posttraumatic",3,2026
38,"sport, athlete, coach, harassment, sham",7,2026
39,"mother, intergenerational continuity, continuity, intergenerational, asylum",4,2026
40,"anxiety depression, bis, iu, intolerance uncertainty, intolerance",2,2026
41,"internalize, internalize problem, externalize, externalize problem, posttraumatic cognition",4,2026
42,"career, latine, friendship quality, friendship, college",6,2026
43,"traumainformed, traumainformed care, religion, integrative, residential",3,2026
44,"elder, ed, elderly, mistreatment, montreal",2,2026
45,"placement, foster care, foster, cardiovascular, instability",3,2026
46,"posttraumatic growth, lung, support cop, perceive social, growth",3,2026
47,"memory, accuracy, autobiographical, autobiographical memory, cluster",3,2026
48,"teacher, arab, external, parent teacher, learner",2,2026
49,"border, young woman, criminal, experience young, spiral",3,2026
50,"guilt, em, mat, trait, epistemic",2,2026
51,"disclosure, institutional, disclose, disclose experience, witness",3,2026
52,"selfesteem, esteem, eta, desire, dyadic",2,2026
53,"social welfare, longterm social, dependence, welfare, partly mediate",1,2026
54,"military, veteran, military service, combat, lifetime history",4,2026
55,"healthy lifestyle, psychoticism, lifestyle, depression later, relationship depression",3,2026
56,"violent victimization, victimization substance, substance misuse, violent, misuse",2,2026
57,"young people, gamble, cse, educator, police",5,2026
58,"il, ambivalence, inflammation, interleukin, endocannabinoid",3,2026
59,"intimate, ipa, intimate partner, partner violence, violence perpetration",3,2026
60,"disease, gastrointestinal, mortality, allcause mortality, hr ci",3,2026
61,"heavy, authentic, leadership, coach, competition",6,2026
62,"couple, mindfulness, touch, relationship quality, satisfaction",4,2026
63,"executive, executive function, rumination, speed, midlife",2,2026
64,"csam, material csam, platform, digital, preference",3,2026
65,"ct, maladaptive, offspring, parental attachment, interoception",2,2026
66,"aud, drinking, alcohol dependence, sri lanka, lanka",4,2026
67,"alexithymia, facet, difficulty identify, identify feeling, ders",3,2026
69,"schoolbased, prevention program, cse, attitude behavior, quasiexperimental",2,2026
70,"holocaust, immigrant, heal, israel, ni",3,2026
71,"domestic, domestic violence, witness domestic, depressive strong, difference statistically",1,2026
72,"aggression, forensic psychiatry, distortion, psychiatry, precuneus",2,2026
73,"caregiver, caregiver support, conjoint, pt, dosage",7,2026
74,"infant, maternal, temperament, oscillation, maternal distress",2,2026
75,"rkiye, relationship family, neglectful, identity, power",2,2026
76,"gaslighting, book, writing, write, picture",4,2026
77,"aor ci, aor, seizure, report history, private",1,2026
78,"selfcompassion, surgery, marital quality, acceptance, marital",4,2026
79,"latent profile, latent, social competence, profile identify, distinct profile",4,2026
80,"date violence, perpetration, dv, iv, victimization perpetration",2,2026
82,"cptsd, serious illness, smi, class, ptsd cptsd",1,2026
83,"audit, psychosis, different setting, support adverse, least adverse",1,2026
84,"internalize, cortical, internalize psychopathology, cortical thickness, thickness",1,2026
85,"seek support, experience harm, preference, men experience, harm",2,2026
86,"selfharm, digital, explanation, dark triad, triad",3,2026
87,"schizophrenia, sz, schizotypal, schizophrenia spectrum, severity positive",2,2026
88,"negative state, paranoid, rejection sensitivity, rejection, comorbid anxiety",2,2026
89,"bully, sz, bp, pfdr, hc",1,2026
90,"ibs, hypersensitivity, sn, visceral, sympathetic",1,2026
91,"nurse, negative cop, shift, workplace, univariate",1,2026
93,"ocd, contamination, obsessivecompulsive, sle, sad",2,2026
94,"sensory, sensory processing, processing, sensory process, chart",1,2026
95,"sibling, incest, twin, ssa, strain",6,2026
96,"addiction, internet addiction, internet, dysregulation depression, game",2,2026
97,"cop style, cop strategy, style, medication, shame",4,2026
99,"adhd, se, hyperactivity, attentiondeficit, attentiondeficit hyperactivity",2,2026
100,"medium, taboo, news, social medium, discourse",2,2026
101,"stranger, danger, teach, independence, balance",1,2026
102,"deprivation, material deprivation, worry, depression link, complete semistructured",1,2026
103,"black, racial, race, native, white",3,2026
